Country;Region;DataYear;ClassGrade;Gender;Ageyears;Handed;Height_cm;Footlength_cm;Armspan_cm;Languages_spoken;Travel_to_School;Travel_time_to_School;Reaction_time;Score_in_memory_game;Favourite_physical_activity;Importance_reducing_pollution;Importance_recycling_rubbish;Importance_conserving_water;Importance_saving_energy;Importance_owning_computer;Importance_Internet_access;Left_Footlength_cm;Longer_foot;Index_Fingerlength_mm;Ring_Fingerlength_mm;Longer_Finger_Lefthand;Birth_month;Favorite_Season;Allergies;Vegetarian;Favorite_Food;Beverage;Favorite_School_Subject;Sleep_Hours_Schoolnight;Sleep_Hours_Non_Schoolnight;Home_Occupants;Home_Internet_Access;Communication_With_Friends;Text_Messages_Sent_Yesterday;Text_Messages_Received_Yesterday;Hanging_Out_With_Friends_Hours;Talking_On_Phone_Hours;Doing_Homework_Hours;Doing_Things_With_Family_Hours;Outdoor_Activities_Hours;Video_Games_Hours;Social_Websites_Hours;Texting_Messaging_Hours;Computer_Use_Hours;Watching_TV_Hours;Paid_Work_Hours;Work_At_Home_Hours;Schoolwork_Pressure;Planned_Education_Level;Favorite_Music;Superpower;Preferred_Status;Role_Model_Type;Charity_Donation;;
USA;CA;2013;12;Male;17;Right-Handed;179;28;220;3;Walk;25;0.332;42;Martial Arts;914;1000;1000;1000;845;500;28;Same length;47;49;Ring finger;April;Winter;No;No;No favorite;Water;Music;7.5;6.5;3;Yes - broadband connection;Myspace, Facebook, other social networking sites, or blog;0;0;1;0;5;2;1;2;1;0;4;0;0;2;A lot;Graduate degree;Other;Telepathy;Happy;Community leader or elder;Health;;
USA;CA;2015;12;Male;17;Right-Handed;171,5;22;73;1;Bus;30;0.382;41;Other;583;455;786;460;1000;1000;22;Same length;81;81;Same length;April;Winter;No;No;Meat;Water;Other;5;9;5;Yes - broadband connection;Internet chat or instant messaging;0;5;1;0;0;0;0;9;0;0;12;0;0;0;A lot;Some college;Other;Invisibility;Rich;Other;Other;;
USA;CA;2017;11;Female;17;Right-Handed;158;24;159;1;Car;14;0.307;29;Table Tennis;765;668;722;754;968;1000;24;Same length;;7.4;Index finger;June;Winter;Yes;Yes;No favorite;Water;Computers and technology;5;10;3;Yes - broadband connection;Text messaging;20;300;5;2;19;4;6;5;20;15;30;15;0;0;Some;Graduate degree;Rap/Hip hop;Freeze time;Happy;Business person;Education/Youth development;;
USA;CA;2023;9;Female;14;Right-Handed;154;24;120;2;Car;8;0.661;48;Other;900;600;500;400;100;800;24;Same length;63;64;Ring finger;April;Summer;No;No;Meat;Tea;Physical education;8;10;4;Yes - other;Text messaging;45;35;5;0;12;5;6;0;20;6;160;6;0;2;A lot;Graduate degree;Pop;Telepathy;Rich;Relative;Environment;;
USA;CA;2013;12;Female;16;Right-Handed;150;22;150;1;Car;10;.391;47;Baseball/Softball;;;;;;;22;Same length;40;50;Ring finger;December;Winter;No;No;Pizza/Pasta;Soft drink (caffeinated);Science;7;10;3;Yes - other;Cell phone;0;0;;;;;;;;;;;;;A lot;Graduate degree;Rap/Hip hop;Fly;Happy;Musician or singer;Wildlife, animals;;
USA;CA;2011;12;Female;17;Right-Handed;180;28;184;1;Car;3;0.28;29;Basketball;840;882;909;;684;845;28;Same length;100;110;Ring finger;September;Spring;No;No;No favorite;Juice;Science;8;9;4;Yes - other;Text messaging;200;200;3;0;16;6;12;1;5;10;14;3;0;1;A lot;Graduate degree;Rap/Hip hop;Telepathy;Happy;Other;International aid;;
USA;CA;2021;12;Male;16;Left-Handed;180;28;194;4;Walk;4;0.291;60;Soccer;1000;802;765;1000;471;706;28;Same length;95;80;Index finger;October;Fall;No;No;Poultry;Water;Languages;6;8;5;Yes - broadband connection;Cell phone;40;70;6;>1;>1;2;1;10;40;2;35;2;0;0;Very little;Graduate degree;Rap/Hip hop;Telepathy;Rich;Relative;Health;;
USA;CA;2015;12;Female;18;Right-Handed;161;21;100;2;Walk;5;.549;35;None;1000;1000;700;700;500;550;22;Left foot;58;60;Ring finger;January;Fall;Yes;No;Meat;Water;Mathematics and statistics;5;10;2;Yes - broadband connection;In person;100;100;3;1;2;.5;0;1;1;5;2;1;0;0;A lot;Graduate degree;Pop;Invisibility;Happy;Friend;Health;;
USA;CA;2014;12;Male;18;Left-Handed;200;32;80;1;Car;5;.846;;Other;500;450;1000;300;999;1000;;;;;;September;Spring;No;No;Meat;Water;Mathematics and statistics;8;6;4;Yes - broadband connection;Text messaging;120;120;10;2;8;3;4;2;4;5;;10;0;59;Some;Graduate degree;Reggae;Super strength;Happy;Business person;Religious;;
USA;CA;2016;7;Female;13;Right-Handed;167;25;160;3;Car;6;.378;47;Swimming;663;664;904;840;1000;1000;25;Same length;80;80;Same length;April;Summer;No;No;Desserts;Water;Science;6;11;4;Yes - broadband connection;In person;0;0;1;0;1;5;2;0;0;0;3;2;0;1;Some;Graduate degree;Rap/Hip hop;Telepathy;Rich;Politician;Arts, culture, sports;;
USA;CA;2020;12;Male;17;Right-Handed;173;23;167;3;Car;10;0.38;34;Soccer;900;1000;600;600;900;950;23;Same length;7.5;7.8;Ring finger;December;Winter;Yes;No;Breads/Sandwiches;Water;English;7;8;3;Yes - broadband connection;Text messaging;50;50;0;0;14;14;1;7;14;2;14;1;0;2;A lot;Graduate degree;Classical;Fly;Happy;Musician or singer;Arts, culture, sports;;
USA;CA;2022;8;Male;14;Right-Handed;166;24;163;1;Skateboard/Scooter/Rollerblade;5;0.34;60;Football (American);401;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
USA;CA;2019;12;Female;16;Right-Handed;158,5;47cm;75;2;Car;12;0.4;51;Walking/Hiking;89;89;76;90;50;100;65cm;Left foot;30;35;Index finger;November;Winter;No;No;Seafood;Water;Art;8;9;5;Yes - other;Internet chat or instant messaging;30;47;40;3;15;13;;10;10;5;13;10;0;4;A lot;Some college;Other;Telepathy;Rich;Actor;Wildlife, animals;;
USA;CA;2015;12;Male;17;Right-Handed;176;26.7;174;2;Walk;13;.589;38;Soccer;1000;1000;1000;1000;1000;1000;26.7;Same length;74;78;Ring finger;March;Fall;Yes;No;Pizza/Pasta;Water;;7;7;5;Yes - broadband connection;Internet chat or instant messaging;10;10;15;1;7;5;0;15;3;5;28;20;0;1;Some;Graduate degree;Rock and roll;Freeze time;Happy;Actor;Education/Youth development;;
USA;CA;2011;12;Male;17;Right-Handed;187,9;33.0;195,7;1;Car;6;.47;58;Cycling;800;700;400;;500;700;33.0;Same length;17;18;Ring finger;April;Winter;No;No;Poultry;Water;Physical education;8;9;4;Yes - broadband connection;In person;6;11;6;1;8;5;10;8;20;2;20;15;7;4;;;;;;;;;
USA;CA;2023;12;Female;17;Left-Handed;155,4;21;150;1;Car;8;0.396;39;Gymnastics;1000;750;850;900;600;675;20;Right foot;6.3;6.3;Same length;June;Spring;No;No;Rice/Noodle dishes;Water;Science;6;7.5;4;Yes - broadband connection;Text messaging;10;33;2;0;5;2;1;0;6;1;6;4;9;1;A lot;Graduate degree;Pop;Freeze time;Happy;Other;Wildlife, animals;;
USA;CA;2020;12;Male;17;Right-Handed;176;24;100;2;Car;oct-15;.52;54;Soccer;650;800;400;550;1000;10000;24;Same length;84;76.2;;July;Summer;No;No;Meat;Water;Art;6-oct;8-dic;3;Yes - broadband connection;Cell phone;15;13;45;1;10;5;12;1;5-oct;1;15;4;0;1-feb;Some;Graduate degree;Rap/Hip hop;Fly;Happy;Musician or singer;Education/Youth development;;
USA;CA;2011;12;Female;17;Right-Handed;157;24;154;2;Car;4;.53;35;Tennis;765;610;610;;898;904;24;Same length;90;96;Ring finger;July;Summer;No;No;Rice/Noodle dishes;Water;Science;7;9;4;Yes - broadband connection;Internet chat or instant messaging;13;5;5;4;15;2;3;9;3;5;49;7;0;3;A lot;Graduate degree;Rhythm and blues (R&B);Fly;Happy;Relative;Health;;
USA;CA;2011;12;Female;17;Right-Handed;146;22;143;2;Bus;10;.343;41;Tennis;600;700;750;;950;950;22;Same length;88;93;Ring finger;July;Summer;No;No;Fruit;Tea;Music;6;5;8;Yes - broadband connection;In person;2;6;6;1;6;2;2;0;2;1;3;7;0;2;Very little;Graduate degree;Other;Telepathy;Rich;Friend;Arts, culture, sports;;
USA;CA;2021;12;Female;17;Right-Handed;167,6;17.78;163;2;Car;20;0.466;83;Basketball;1000;1000;1000;1000;1000;1000;17.78;Same length;7;6.5;Index finger;June;Winter;No;No;Meat;Water;Art;8;6;5;Yes - other;Text messaging;6;7;2;3;6;10;0;0;3;4;4;5;0;8;A lot;Graduate degree;Pop;Fly;Rich;Relative;International aid;;
USA;CA;2023;9;Male;14;Right-Handed;163;26.67;165;2;Car;15;0.389;41;Basketball;500;400;200;0;1000;1000;26.67;;;80;Same length;March;Winter;No;No;Meat;Soft drink (caffeinated);English;7;4;5;Yes - other;Text messaging;16;90;5;2;1;5;2;7;1;1;3;1;0;3;Some;High school;Pop;Fly;Rich;Relative;Wildlife, animals;;
USA;CA;2021;11;Female;17;Right-Handed;150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
USA;CA;2015;12;Female;17;Right-Handed;155;23;140;2;Car;10;0.433;36;Tennis;950;850;1000;850;600;600;23;Same length;70;74;Ring finger;July;Winter;No;No;Pizza/Pasta;Water;History;5;11;4;Yes - broadband connection;Text messaging;40;30;5;1;20;8;2;0;10;10;15;0;0;0;A lot;Graduate degree;Pop;Invisibility;Rich;Other;International aid;;
USA;CA;2014;12;Female;17;Left-Handed;157;;;2;Car;15;.334;39;Athletics;711;583;594;599;342;481;;;;;Ring finger;March;Fall;Yes;No;Fruit;Water;Art;10;9;3;Yes - broadband connection;Cell phone;15;30;24;1;2.5;20;13;0;3;5;6;4;0;4;Some;Graduate degree;Other;Invisibility;Happy;Religious figure;Education/Youth development;;
USA;CA;2017;12;Male;17;Right-Handed;173;29.5;;168;1;Rail (Train/Tram/Subway);30;.288;52;Walking/Hiking;176;176;246;187;888;882;29.5;;Same length;79;79;Same length;October;Spring;Yes;No;Meat;Water;History;4;10;3;Yes - broadband connection;In person;10;15;13;2;12;5;1;4;15;3;23;3;0;2;Some;Other;Other;Freeze time;Rich;Business person;Other
USA;CA;2019;7;Female;13;Right-Handed;50;23;148;1;Bicycle;7;0.449;36;Athletics;1000;1000;900;900;500;1000;23;Same length;71;74;Ring finger;January;Fall;No;No;Meat;Water;Mathematics and statistics;8;9-oct;6;Yes - other;In person;10;10;10;1-feb;7 1/2;11;3;1;3;4;10;2;0;3;Some;Graduate degree;Pop;Super strength;Happy;Other;Wildlife, animals;;
USA;CA;2011;12;Male;17;Right-Handed;187,9;33.0;195,7;1;Car;6;.47;58;Cycling;800;700;400;;500;700;33.0;Same length;17;18;Ring finger;April;Winter;No;No;Poultry;Water;Physical education;8;9;4;Yes - broadband connection;In person;6;11;6;1;8;5;10;8;20;2;20;15;7;4;None;;;;;;;;
USA;CA;2021;11;Male;16;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
USA;CA;2018;12;Female;17;Right-Handed;110;37;103;2;Car;15;2;10;Swimming;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
USA;CA;2011;12;Male;17;Left-Handed;169;24;167;2;Car;10;.3;;Athletics;500;500;750;;250;250;25;Left foot;75;85;Ring finger;November;Spring;No;No;Pizza/Pasta;Water;Science;6;13;4;Yes - broadband connection;Myspace, Facebook, other social networking sites, or blog;0;0;10;.5;20;3;18;0;5;7;10;0;0;5;Some;Graduate degree;Classical;Freeze time;Happy;Coach or club leader;Arts, culture, sports;;
USA;CA;2023;12;Male;17;Right-Handed;175,2;347.9;;2;Car;15;.35;42;None;652;513;465;406;118;176;347.9;Same length;80;95;Ring finger;August;Winter;No;No;Soups;Water;History;8;7;6;Yes - broadband connection;Myspace, Facebook, other social networking sites, or blog;15;30;3;1;0;1;4;5;4;3;5;1;0;4;Very little;Some college;Other;Freeze time;Rich;Relative;Environment;;
USA;CA;2023;12;Female;17;Right-Handed;165;24;162;3;Walk;5;275;33;Walking/Hiking;850;850;850;650;0;0;24;Same length;7.5;7.5;Same length;January;Winter;Yes;No;Rice/Noodle dishes;Water;Science;7;11;3;Yes - dial-up connection;Text messaging;60;50;7;0;4;9;2;10;6;9;8;0;0;2;Some;Graduate degree;Other;Telepathy;Healthy;Other;Wildlife, animals;;
USA;CA;2013;12;Male;16;Right-Handed;174;25.4;152,4;2;Bus;30;.721;60;Soccer;1000;1000;1000;1000;1000;1000;24.13;Same length;81.28;81.28;Same length;August;Winter;No;No;Meat;Water;English;4;9;5;Yes - broadband connection;In person;2;5;63;2;40;20;20;1;50;5;70;2;1;5;A lot;Graduate degree;Rap/Hip hop;Invisibility;Rich;Musician or singer;Arts, culture, sports;;
USA;CA;2024;12;Female;17;Right-Handed;157,4;22.5;;2;Car;5;0.321;39;None;1000;984;1000;973;80;102;22.5;Right foot;266.5;266.8;Ring finger;August;Spring;No;Yes;Fruit;Water;History;7;6;5;Yes - broadband connection;Text messaging;22;20;10;2;10;19;1;0;10;1;15;2;0;0;A lot;Graduate degree;Pop;Fly;Rich;Actor;Health;;
USA;CA;2019;7;Male;12;Right-Handed;70;26;80;2;Car;4;0,353;54;Soccer;1000;663;1000;444;214;27;26;Same length;85;75;Same length;May;Winter;Yes;No;No favorite;;;9-oct;6;4;Yes - other;Cell phone;5-oct;5;o;30;40;50;0;50;30;0;70;10;0;10;Very little;High school;Pop;Invisibility;Happy;Other;Education/Youth development;;
USA;CA;2016;7;Male;12;Right-Handed;145;27;155;1;Car;10;0.378;42;Basketball;321;107;711;262;32;235;28;Left foot;7.5;7;Index finger;August;Summer;No;No;Meat;Water;Physical education;8;10;5;Yes - other;In person;5;10;2;.5;9;4;2;4;1;1;5;1;0;1;A lot;Graduate degree;Pop;Freeze time;Happy;Teacher;Health;;
USA;CA;2016;7;Female;13;Right-Handed;;;;5;Car;10;;;Skateboarding/Rollerblading;;;;;;;;;;;Index finger;April;Summer;No;No;Soups;Water;Mathematics and statistics;10;6;4;Yes - other;In person;2;72;0.5;0.2;2;3;2;0.3;0;0;3;0;0;1;Very little;Graduate degree;Pop;Fly;Happy;Relative;Arts, culture, sports;;
USA;CA;2018;12;Female;17;Right-Handed;178;26;179;1;Walk;10;.339;50;Athletics;1000;950;900;850;900;900;27;Left foot;103;103;Same length;July;Fall;Yes;Yes;Fruit;Water;History;6;9;3;Yes - broadband connection;Myspace, Facebook, other social networking sites, or blog;300;250;1;0;10;5;1;12;4;4;45;1;0;2;A lot;Undergraduate degree;Other;Fly;Rich;Coach or club leader;Environment;;
USA;CA;2017;12;Male;16;Right-Handed;156;22;151;2;Bus;40;0.404;35;Walking/Hiking;1000;900;1000;990;500;700;22;Same length;6.75;7;Ring finger;February;Fall;No;No;Seafood;Water;Mathematics and statistics;8;10;4;Yes - broadband connection;Text messaging;300;340;14;6;20;15;5;40;15;50;50;35;22;8;Some;Other;Rap/Hip hop;Freeze time;Rich;Relative;Wildlife, animals;;
USA;CA;2015;4;Female;8;Ambidextrous;129;22;128;3;Car;5;0.831;64;Swimming;1000;1000;1000;1000;243;399;23;Left foot;65;68;Ring finger;April;Fall;Yes;No;Soups;Water;History;9;10;4;Yes - broadband connection;In person;0;8;2;.5;1;3;3.75;.7;.7;1;1;1;0;1;Very little;Less than high school;Country;Invisibility;Healthy;Relative;Education/Youth development;;
USA;CA;2011;12;Male;17;Right-Handed;187,9;33.0;195,7;1;Car;6;.47;58;Cycling;800;700;400;;500;700;33.0;Same length;17;18;Ring finger;April;Winter;No;No;Poultry;Water;Physical education;8;9;4;Yes - broadband connection;In person;6;11;6;1;8;5;10;8;20;2;20;15;7;4;;;;;;;;;
USA;CA;2018;6;Male;11;Right-Handed;153;20;151;1;Walk;1;;;;;;;;;;21;Left foot;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
USA;CA;2019;9;Female;14;Right-Handed;155;22;156;2;Car;30;5.22;3;Soccer;412;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
USA;CA;2015;5;Male;10;Left-Handed;153;20;132;1;Car;15;0.557;51;Other;800;900;1000;300;800;1000;24;Left foot;60;60;Same length;July;Winter;No;Yes;Salads;Water;Other;9;8;3;;In person;0;0;45;0;0;5;4;7;1;0;12;0;0;1;Very little;Other;Techno/Electronic;;Happy;Other;Wildlife, animals;;
USA;CA;2019;12;Female;17;Right-Handed;167,6;100.3;162,5;2;Car;10;0.493;41;Walking/Hiking;658;1000;807;460;32;754;22.8;Same length;70.6;80.0;Ring finger;August;Fall;Yes;No;Pizza/Pasta;Water;Art;8;9;4;Yes - other;Text messaging;50+;50+;5 hr;3 hr ;15 hr;143;7 hr ;0;168;167;140;100;0;168;A lot;Graduate degree;Other;Fly;Happy;Relative;Wildlife, animals;;
USA;CA;2023;12;Female;16;Right-Handed;152,4;22;153;2;Bus;20;.476;42;Swimming;1000;802;519;535;1000;1000;22;Same length;80;90;Index finger;July;Summer;No;No;Meat;Soft drink (caffeinated);History;6.5;5;6;Yes - other;Myspace, Facebook, other social networking sites, or blog;100+;50;5;28;10;21;2;5;1;0;30;3;0;40;Some;Graduate degree;Classical;Invisibility;Rich;Musician or singer;Arts, culture, sports;;
USA;CA;2023;12;Male;17;Right-Handed;187;30;176;2;Car;15;0.28;34;Baseball/Softball;800;800;800;800;500;750;30;Same length;86;85;Ring finger;February;Winter;No;No;Meat;Water;Mathematics and statistics;9;10;3;Yes - broadband connection;Text messaging;20;20;10;3;10;10;15;5;10;5;5;0;5;5;Some;Graduate degree;Rap/Hip hop;Invisibility;Happy;Relative;Health;;
USA;CA;2021;11;Male;16;Right-Handed;176;21;164;2;Car;7;0.493;40;Soccer;791;759;711;727;786;850;22;Left foot;90;75;Index finger;April;Summer;Yes;No;Seafood;Water;Music;7;9;4;Yes - broadband connection;In person;50-70;100+;15;7;9;15;8;3;10;4;11;7;0;3;A lot;Graduate degree;Rap/Hip hop;Fly;Happy;Business person;International aid;;
USA;CA;2010;12;Male;17;Right-Handed;186;26;183;1;Car;10;.343;33;Running/Jogging;155;150;500;;600;610;25;Left foot;82;82;Same length;August;Summer;No;No;Other;Water;Social studies;6;8;4;Yes - broadband connection;Text messaging;300;300;4;.2;13;3;13;.1;1;20;17;10;0;7;A lot;Graduate degree;Rock and roll;Freeze time;Happy;Other;Arts, culture, sports;;
USA;CA;2016;7;Female;13;Right-Handed;151;22;159;2;Walk;7;0.542;59;Swimming;508;642;733;561;43;283;22;Same length;70;75;Ring finger;March;Spring;No;Yes;Fruit;Water;Science;8;9;5;Yes - broadband connection;In person;0;0;35;2;20;40;8;7;1;0;3;4;0;2;Some;Other;Pop;Fly;Healthy;Doctor or nurse;Health;;
USA;CA;2018;12;Female;16;Right-Handed;156;22;152;2;Car;5;.392;39;Baseball/Softball;802;920;1000;904;535;535;21;Right foot;75;70;Index finger;November;Fall;No;Yes;No favorite;Water;Science;6;9;5;Yes - other;Text messaging;15;15;3;1;30;46;24;15;9;40;30;8;0;30;Some;Graduate degree;Rap/Hip hop;Super strength;Healthy;Relative;International aid;;
USA;CA;2015;12;Male;16;Right-Handed;170;26;175;2;Car;15;.672;45;Athletics;950;1000;950;900;1000;1000;25;Left foot;75;87;Ring finger;October;Winter;No;No;Seafood;Water;Computers and technology;5;4;3;Yes - broadband connection;Other;0;0;12;1;7;2;16;2;3;2;5;1;0;4;Some;Graduate degree;Rock and roll;Fly;Happy;Other;Environment;;
USA;CA;2021;12;Female;16;Left-Handed;160;18;145;1;Car;5;39;66;None;1000;1000;1000;1000;1000;1000;18;Same length;7;8;Ring finger;October;Fall;No;No;Pizza/Pasta;Water;Other;4;12;8;Yes - broadband connection;In person;100;200;5;1;5;3;1;1;1;5;5;0;5;5;A lot;Graduate degree;Rap/Hip hop;Freeze time;Rich;Doctor or nurse;Health;;
USA;CA;2018;12;Female;16;Right-Handed;167;23;167;2;Car;10;0.380;35;Other;900;750;700;800;500;800;22.8;Right foot;7.6;7.1;Index finger;April;Winter;No;No;No favorite;Water;Science;7;9;4;Yes - other;Text messaging;30;30;5;0;20;10;10;0;0;5;10;3;0;2;Some;Graduate degree;Pop;Freeze time;Happy;Relative;Education/Youth development;;
USA;CA;2019;9;Female;14;Right-Handed;163;23;;2;Walk;30;0.666;63;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
USA;CA;2015;6;Male;11;Right-Handed;116;16;110;2;Car;5;0.829;35;Football (American);1000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
USA;CA;2015;6;Female;11;Left-Handed;160;22;160;3;Car;12;.422;36;Other;802;750;1000;800;100;100;22;Left foot;75;71;Index finger;August;Winter;No;No;Other;Water;Physical education;9.5;11;3;Yes - broadband connection;In person;0;0;2;1;3;20;2;0;0;0;3;0;0;0;None;Graduate degree;Reggae;Freeze time;Happy;Relative;Health;;
USA;CA;2015;8;Male;14;Right-Handed;173,7;;175,2;2;Skateboard/Scooter/Rollerblade;15;.378;33;Soccer;551;1000;503;1000;1000;1000;;Same length;;;;July;Winter;Yes;No;Meat;Juice;Science;7;9;6;Yes - other;Text messaging;1;2;4;1;2;3;6;0;16;0;16;0;5;0;Some;Graduate degree;Heavy metal;Telepathy;Healthy;Sports person;Other;;
USA;CA;2018;12;Male;17;Right-Handed;170;25;164;2;Car;5;.327;29;Table Tennis;809;814;536;536;373;801;25;Same length;99.8;99.8;Same length;May;Winter;No;No;Pizza/Pasta;Water;Mathematics and statistics;5;12;3;Yes - other;Cell phone;9;10;6;;;;;;;;;;;;;;;;;;;;
USA;CA;2024;12;Female;17;Right-Handed;167,6;167.5;;2;Car;10;1.085;54;Football (American);235;171;485;652;91;96;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
USA;CA;2019;12;Male;17;Right-Handed;170,2;23.5;68;1;Car;25;0.211;94;Baseball/Softball;920;920;932;930;720;900;23.5;Same length;70;75;Ring finger;July;Summer;No;No;Meat;Water;Social studies;6;8;3;Yes - broadband connection;Text messaging;10;25;20;0;25;23;3;10;8;5;20;1;0;7;A lot;Undergraduate degree;Rap/Hip hop;Freeze time;Happy;Relative;Health;;
USA;CA;2021;12;Male;17;Right-Handed;184;32;188;1;Car;17;0.83;58;Baseball/Softball;1000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
USA;CA;2016;12;Male;17;Right-Handed;168;24;175;1;Car;10;;;Cycling;900;500;700;100;1000;1000;25;Left foot;77;82;Ring finger;July;Spring;Yes;No;Breads/Sandwiches;Water;History;7;9;3;Yes - broadband connection;Text messaging;84;72;1;0;4;0;0;0;2;2;2;0;0;1;A lot;Undergraduate degree;Rap/Hip hop;Fly;Happy;Business person;Wildlife, animals;;
USA;CA;2019;12;Female;17;Left-Handed;168;24;80;1;Car;10;.425;42;Dancing;695;690;786;877;178;225;24;Same length;100;120;Same length;July;Summer;Yes;No;Rice/Noodle dishes;Coffee;Social studies;6;8;5;Yes - broadband connection;Text messaging;30;50;6;1;10;10;3;0;6;6;8;1;0;2;A lot;Graduate degree;Pop;Freeze time;Happy;Relative;Environment;;
USA;CA;2017;11;Female;14;Right-Handed;165;22.5;;2;Car;10;0.49;49;Cycling;1000;500;1000;1000;100;900;22.5;Same length;;;;October;Winter;Yes;No;Rice/Noodle dishes;Water;Mathematics and statistics;7;9;;;;;;;;;;;;;;;;;;;;;;;;;;
USA;CA;2019;9;Female;15;Right-Handed;170;24;170;2;Car;6;0.494;47;Other;1000;797;1000;818;487;497;;;79;78;Index finger;March;Winter;No;No;Other;Coffee;Computers and technology;7;8;4;Yes - other;In person;4;2;45;5;5;7;0;0;10;0;40;0;0;4;Very little;Graduate degree;Other;Freeze time;Happy;Relative;Health;;
USA;CA;2020;12;Female;17;Right-Handed;167,64;24;152,4;2;Bus;40;0.481;46;Athletics;700;500;800;700;800;100;23.5;Right foot;8.5;8;Ring finger;February;Fall;No;No;Seafood;Powdered drink;English;5;9;5;Yes - broadband connection;Text messaging;10;7;2;1;20;2;1;0;6;5;25;8;0;10;A lot;Undergraduate degree;Pop;Fly;Happy;Friend;Environment;;
USA;CA;2016;12;Female;16;Left-Handed;170;22;150;3;Car;7;1;3;Walking/Hiking;100;100;100;100;70;80;22;Same length;70;80;Ring finger;November;Summer;Yes;No;Fruit;Water;English;8;10;5;Yes - dial-up connection;Text messaging;80;200;8;.5;25;7;0;0;7;10;8;5;15;6;A lot;Graduate degree;Rap/Hip hop;Fly;Happy;Other;Environment;;
USA;CA;2019;12;Female;17;Right-Handed;173;39;171;1;Rail (Train/Tram/Subway);70;.0434;10;Walking/Hiking;1000;700;900;1000;500;250;39.5;Left foot;40;44;Ring finger;November;Fall;Yes;No;Seafood;Water;Music;7;11;3;Yes - other;Text messaging;70;50;7;5;2;2;0;0;40;3;35;0;2;1;A lot;Graduate degree;Other;Invisibility;Happy;Relative;Wildlife, animals;;
USA;CA;2011;12;Male;17;Ambidextrous;170;30;169;2;Car;13;.38;100;Other;700;200;1000;;900;800;30;Same length;85;78;Index finger;January;Winter;Yes;No;Meat;Juice;History;7;10;3;Yes - broadband connection;In person;6;1;6;1;8;11;5;8;2;3;9;11;23;3;Some;Graduate degree;Rock and roll;Freeze time;Happy;Relative;Health;;
USA;CA;2016;12;Female;17;Right-Handed;166;22;147;3;Car;6;0.403;37;Dancing;802;898;730;420;893;957;22;Same length;70;70;Same length;April;Spring;Yes;No;Meat;Water;English;6;9;4;Yes - broadband connection;Myspace, Facebook, other social networking sites, or blog;100;100;5;1;6;5;1;4;6;6;6;1;11;0;Some;Graduate degree;Gospel;Fly;Happy;Relative;International aid;;
USA;CA;2018;6;Female;11;Right-Handed;144;21;140;11;Walk;2 min;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
USA;CA;2018;9;Male;15;Right-Handed;175;23;76;1;Car;25;0.388;33;Other;1000;428;754;439;364;369;23;Same length;75;80;Ring finger;December;Winter;No;Yes;Meat;Water;Science;5;8;5;Yes - broadband connection;Text messaging;2000;2100;35;20;15;20;5;170;150;150;170;0;0;2;Some;Graduate degree;Pop;Telepathy;Healthy;Relative;Health;;
USA;CA;2016;11;Female;17;Right-Handed;164;24;161;2;Car;8;0.396;0.61;Swimming;754;513;1000;492;1000;1000;24;Same length;70;60;Index finger;February;Fall;Yes;No;Meat;Water;Science;8;9;6;Yes - other;In person;4;5;2;0;4;4;2;0;4;3;2;3;0;2;A lot;Other;Country;Super strength;Happy;Relative;Wildlife, animals;;
USA;CA;2018;8;Female;14;Left-Handed;162;22;162;1;Car;15;0.656;52;Swimming;1000;545;626;374;0;134;21;Right foot;80;75;Index finger;December;Winter;No;No;Pizza/Pasta;Water;History;7;10;4;Yes - broadband connection;Cell phone;3;6;5;1;6;9;3;1;0;1;4;2;0;3;A lot;Graduate degree;Pop;Freeze time;Happy;Actor;International aid;;
USA;CA;2020;12;Female;17;Right-Handed;152;21;154;1;Car;20;.316;41;Soccer;600;583;733;877;150;583;20;Right foot;65;70;Ring finger;September;Fall;No;No;Pizza/Pasta;Water;English;6;9;6;Yes - broadband connection;Text messaging;;;5;2;4;7;6;14;35;7;70;3;0;7;Some;Other;Pop;Telepathy;;Relative;Education/Youth development;;
USA;CA;2015;12;Male;17;Right-Handed;182;28;188;2;Car;15;.30;30;Soccer;750;700;800;800;900;900;29;Left foot;8.5;8.2;Index finger;April;Summer;No;No;Meat;Water;Physical education;8;8;5;Yes - broadband connection;In person;25;25;15;15;17;8;10;1;2;4;13;3;0;0;A lot;Graduate degree;Rap/Hip hop;Freeze time;Happy;Sports person;Wildlife, animals;;
